日期,时间,纬度,经度,航向,节,时速,高度,爬升率,数据源
20190803,星期六 21:40:1809:40下午,32.418032.42,-84.1576-84.16,↑ 349°,498,922,"10,97310973", , FlightAware ADS-B  (KLCQ) 
20190803,星期六 21:40:4809:40下午,32.484032.48,-84.1724-84.17,↑ 349°,496,919,"10,97310973", , FlightAware ADS-B  (KDNL) 
20190803,星期六 21:41:1909:41下午,32.555232.56,-84.1885-84.19,↑ 349°,494,914,"10,97310973", , FlightAware ADS-B  (KCTJ) 
20190803,星期六 21:41:4909:41下午,32.623932.62,-84.2042-84.20,↑ 349°,494,914,"10,97310973",-8 , FlightAware ADS-B  (KPXE) 
20190803,星期六 21:42:1909:42下午,32.688132.69,-84.2187-84.22,↑ 349°,494,914,"10,96510965",-8 , FlightAware ADS-B  (KDNL) 
20190803,星期六 21:42:4909:42下午,32.755532.76,-84.2339-84.23,↑ 349°,494,914,"10,96510965",8 , FlightAware ADS-B  (KPXE) 
20190803,星期六 21:43:2009:43下午,32.824732.82,-84.2497-84.25,↑ 349°,492,911,"10,97310973",15 , FlightAware ADS-B  (KLCQ) 
20190803,星期六 21:43:5009:43下午,32.896232.90,-84.2660-84.27,↑ 349°,490,908,"10,98010980", , FlightAware ADS-B  (KCCO) 
20190803,星期六 21:44:2009:44下午,32.960732.96,-84.2809-84.28,↑ 349°,489,906,"10,97310973",-8 , FlightAware ADS-B  (KLZU) 
20190803,星期六 21:44:5009:44下午,33.028033.03,-84.2963-84.30,↑ 349°,487,901,"10,97310973", , FlightAware ADS-B  (KPXE) 
20190803,星期六 21:45:2209:45下午,33.096933.10,-84.3122-84.31,↑ 349°,485,898,"10,97310973",-7 , FlightAware ADS-B  (KRYY) 
20190803,星期六 21:45:5209:45下午,33.164233.16,-84.3276-84.33,↑ 349°,485,898,"10,96510965",-8 , FlightAware ADS-B  (KMXF) 
20190803,星期六 21:46:2209:46下午,33.229033.23,-84.3424-84.34,↑ 349°,484,896,"10,96510965",8 , FlightAware ADS-B  (KFTY) 
20190803,星期六 21:46:5209:46下午,33.296433.30,-84.3580-84.36,↑ 349°,482,893,"10,97310973",15 , FlightAware ADS-B  (KLZU) 
20190803,星期六 21:47:2309:47下午,33.361733.36,-84.3731-84.37,↑ 349°,481,892,"10,98010980", , FlightAware ADS-B  (KCCO) 
20190803,星期六 21:47:5309:47下午,33.429133.43,-84.3886-84.39,↑ 349°,481,892,"10,97310973",-8 , FlightAware ADS-B  (KRYY) 
20190803,星期六 21:48:2109:48下午,33.489733.49,-84.4026-84.40,↑ 349°,480,888,"10,97310973", , FlightAware ADS-B  (KRYY) 
20190803,星期六 21:48:3909:48下午,33.528633.53,-84.4117-84.41,↑ 350°,480,888,"10,97310973", , FlightAware ADS-B  (KFFC) 
20190803,星期六 21:49:2009:49下午,33.618733.62,-84.4327-84.43,↑ 350°,478,885,"10,97310973",6 , FlightAware ADS-B  (KATL) 
20190803,星期六 21:49:5209:49下午,33.687233.69,-84.4484-84.45,↑ 350°,478,885,"10,98010980",9 , FlightAware ADS-B  (KPDK) 
20190803,星期六 21:50:1009:50下午,33.726733.73,-84.4569-84.46,↑ 351°,476,882,"10,98010980",-8 , FlightAware ADS-B  (KATL) 
20190803,星期六 21:50:5109:50下午,33.811833.81,-84.4751-84.48,↑ 351°,474,877,"10,97310973",-11 , FlightAware ADS-B  (KATL) 
20190803,星期六 21:51:3409:51下午,33.910033.91,-84.4969-84.50,↑ 350°,474,877,"10,96510965", , FlightAware ADS-B  (KCHA) 
20190803,星期六 21:52:0409:52下午,33.971933.97,-84.5106-84.51,↑ 350°,472,874,"10,97310973",18 , FlightAware ADS-B  (KGVL) 
20190803,星期六 21:52:2409:52下午,34.013234.01,-84.5197-84.52,↑ 352°,470,871,"10,98010980",12 , FlightAware ADS-B  (KMGE) 
20190803,星期六 21:52:4209:52下午,34.056534.06,-84.5263-84.53,↑ 355°,470,871,"10,98010980",-9 , FlightAware ADS-B  (KGMU) 
20190803,星期六 21:53:1209:53下午,34.118334.12,-84.5326-84.53,↑ 355°,469,869,"10,97310973",-8 , FlightAware ADS-B  (KBNA) 
20190803,星期六 21:53:4209:53下午,34.183034.18,-84.5393-84.54,↑ 355°,468,867,"10,97310973", , FlightAware ADS-B  (KAVL) 
20190803,星期六 21:54:1209:54下午,34.249834.25,-84.5464-84.55,↑ 355°,466,863,"10,97310973", , FlightAware ADS-B  (KAVL) 
20190803,星期六 21:54:4209:54下午,34.312934.31,-84.5530-84.55,↑ 355°,465,861,"10,97310973", , FlightAware ADS-B  (KHUA) 
20190803,星期六 21:55:1209:55下午,34.378534.38,-84.5598-84.56,↑ 355°,464,859,"10,97310973", , FlightAware ADS-B  (KMBT) 
20190803,星期六 21:55:4209:55下午,34.443634.44,-84.5666-84.57,↑ 355°,463,858,"10,97310973", , FlightAware ADS-B  (KMBT) 
20190803,星期六 21:56:1109:56下午,34.503034.50,-84.5728-84.57,↑ 355°,462,856,"10,97310973", , FlightAware ADS-B  (KCNI) 
20190803,星期六 21:56:4509:56下午,34.574834.57,-84.5808-84.58,↑ 356°,459,850,"10,97310973", , FlightAware ADS-B  (KLZU) 
20190803,星期六 21:57:1509:57下午,34.637634.64,-84.5875-84.59,↑ 356°,459,850,"10,97310973",-8 , FlightAware ADS-B  (KLZU) 
20190803,星期六 21:57:4509:57下午,34.702634.70,-84.5943-84.59,↑ 356°,461,855,"10,96510965",-8 , FlightAware ADS-B  (KLZU) 
20190803,星期六 21:58:1509:58下午,34.767534.77,-84.6011-84.60,↑ 356°,462,856,"10,96510965", , FlightAware ADS-B  (KLZU) 
20190803,星期六 21:58:4509:58下午,34.833434.83,-84.6081-84.61,↑ 356°,463,858,"10,96510965",15 , FlightAware ADS-B  (KMBT) 
20190803,星期六 21:59:1509:59下午,34.898034.90,-84.6148-84.61,↑ 356°,463,858,"10,98010980",15 , FlightAware ADS-B  (KGMU) 
20190803,星期六 21:59:4509:59下午,34.959134.96,-84.6211-84.62,↑ 356°,463,858,"10,98010980", , FlightAware ADS-B  (KBHM) 
20190803,星期六 22:00:1510:00下午,35.022435.02,-84.6278-84.63,↑ 356°,462,856,"10,98010980",8 , FlightAware ADS-B  (KBHM) 
20190803,星期六 22:00:4510:00下午,35.086835.09,-84.6348-84.63,↑ 355°,461,855,"10,98810988",8 , FlightAware ADS-B  (KGVL) 
20190803,星期六 22:01:1510:01下午,35.148535.15,-84.6416-84.64,↑ 355°,459,850,"10,98810988",-8 , FlightAware ADS-B  (KGVL) 
20190803,星期六 22:01:4110:01下午,35.205535.21,-84.6479-84.65,↑ 355°,457,847,"10,98010980",-16 , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:02:1110:02下午,35.269535.27,-84.6548-84.65,↑ 355°,456,845,"10,97310973",-15 , FlightAware ADS-B  (KCCO) 
20190803,星期六 22:02:4110:02下午,35.331235.33,-84.6613-84.66,↑ 355°,455,843,"10,96510965",-8 , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:03:1110:03下午,35.394835.39,-84.6681-84.67,↑ 355°,455,843,"10,96510965", , FlightAware ADS-B  (KJWN) 
20190803,星期六 22:03:4110:03下午,35.459435.46,-84.6751-84.68,↑ 355°,454,840,"10,96510965",8 , FlightAware ADS-B  (KCCO) 
20190803,星期六 22:04:1210:04下午,35.520235.52,-84.6817-84.68,↑ 355°,453,838,"10,97310973",7 , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:04:4310:04下午,35.586735.59,-84.6890-84.69,↑ 355°,453,838,"10,97310973", , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:05:1310:05下午,35.648135.65,-84.6957-84.70,↑ 355°,452,837,"10,97310973", , FlightAware ADS-B  (KDCU) 
20190803,星期六 22:05:4310:05下午,35.712935.71,-84.7028-84.70,↑ 355°,452,837,"10,97310973",8 , FlightAware ADS-B  (KFGU) 
20190803,星期六 22:06:1310:06下午,35.774835.77,-84.7093-84.71,↑ 355°,451,835,"10,98010980",8 , FlightAware ADS-B  (KDCU) 
20190803,星期六 22:06:4310:06下午,35.835635.84,-84.7158-84.72,↑ 355°,450,834,"10,98010980",-8 , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:07:1310:07下午,35.897935.90,-84.7226-84.72,↑ 355°,448,830,"10,97310973",-8 , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:07:4310:07下午,35.960635.96,-84.7296-84.73,↑ 355°,447,827,"10,97310973",-8 , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:08:1310:08下午,36.020736.02,-84.7362-84.74,↑ 355°,447,827,"10,96510965",-8 , FlightAware ADS-B  (KTYS) 
20190803,星期六 22:08:4310:08下午,36.083836.08,-84.7431-84.74,↑ 355°,448,830,"10,96510965", , FlightAware ADS-B  (KSRB) 
20190803,星期六 22:09:1310:09下午,36.146936.15,-84.7500-84.75,↑ 355°,449,832,"10,96510965",8 , FlightAware ADS-B  (KMBT) 
20190803,星期六 22:09:4310:09下午,36.208136.21,-84.7567-84.76,↑ 355°,449,832,"10,97310973",15 , FlightAware ADS-B  (KSRB) 
20190803,星期六 22:10:1310:10下午,36.271236.27,-84.7635-84.76,↑ 355°,450,834,"10,98010980",8 , FlightAware ADS-B  (KPYP) 
20190803,星期六 22:10:4310:10下午,36.332636.33,-84.7703-84.77,↑ 355°,450,834,"10,98010980",-8 , FlightAware ADS-B  (KSRB) 
20190803,星期六 22:11:1310:11下午,36.392736.39,-84.7771-84.78,↑ 355°,451,835,"10,97310973",-9 , FlightAware ADS-B  (KHAO) 
20190803,星期六 22:11:3410:11下午,36.441136.44,-84.7799-84.78,↑ 360°,451,835,"10,97310973", , FlightAware ADS-B  (KPYP) 
20190803,星期六 22:11:5810:11下午,36.489636.49,-84.7785-84.78,↑ 2°,451,835,"10,97310973",9 , FlightAware ADS-B  (KJWN) 
20190803,星期六 22:12:2810:12下午,36.552636.55,-84.7765-84.78,↑ 1°,451,835,"10,98010980",8 , FlightAware ADS-B  (KLOU) 
20190803,星期六 22:12:5810:12下午,36.615236.62,-84.7748-84.77,↑ 1°,451,835,"10,98010980", , FlightAware ADS-B  (KLUG) 
20190803,星期六 22:13:2810:13下午,36.676136.68,-84.7731-84.77,↑ 1°,450,834,"10,98010980",-8 , FlightAware ADS-B  (KMWA) 
20190803,星期六 22:13:5810:13下午,36.738836.74,-84.7713-84.77,↑ 1°,449,832,"10,97310973",-8 , FlightAware ADS-B  (KXNX) 
20190803,星期六 22:14:2810:14下午,36.801436.80,-84.7694-84.77,↑ 1°,449,832,"10,97310973", , FlightAware ADS-B  (KXNX) 
20190803,星期六 22:14:5810:14下午,36.863836.86,-84.7676-84.77,↑ 1°,448,830,"10,97310973", , FlightAware ADS-B  (KCHA) 
20190803,星期六 22:15:2810:15下午,36.927136.93,-84.7657-84.77,↑ 1°,448,830,"10,97310973", , FlightAware ADS-B  (KCHA) 
20190803,星期六 22:15:5810:15下午,36.987136.99,-84.7640-84.76,↑ 1°,448,830,"10,97310973", , FlightAware ADS-B  (KLOU) 
20190803,星期六 22:16:2810:16下午,37.048537.05,-84.7622-84.76,↑ 1°,447,827,"10,97310973", , FlightAware ADS-B  (KLOU) 
20190803,星期六 22:16:5810:16下午,37.114537.11,-84.7603-84.76,↑ 1°,447,827,"10,97310973", , FlightAware ADS-B  (KCHA) 
20190803,星期六 22:17:2810:17下午,37.173337.17,-84.7585-84.76,↑ 1°,446,826,"10,97310973", , FlightAware ADS-B  (KTYQ) 
20190803,星期六 22:17:5810:17下午,37.237237.24,-84.7566-84.76,↑ 1°,445,824,"10,97310973",8 , FlightAware ADS-B  (KCHA) 
20190803,星期六 22:18:2910:18下午,37.301237.30,-84.7547-84.75,↑ 1°,444,822,"10,98010980", , FlightAware ADS-B  (KCHA) 
20190803,星期六 22:18:5910:18下午,37.361037.36,-84.7530-84.75,↑ 1°,443,821,"10,97310973",-8 , FlightAware ADS-B  (KSRB) 
20190803,星期六 22:19:2910:19下午,37.421237.42,-84.7511-84.75,↑ 1°,441,816,"10,97310973",-8 , FlightAware ADS-B  (KLOU) 
20190803,星期六 22:19:5910:19下午,37.482137.48,-84.7491-84.75,↑ 2°,441,816,"10,96510965",-8 , FlightAware ADS-B  (KGPC) 
20190803,星期六 22:20:2910:20下午,37.545037.55,-84.7469-84.75,↑ 2°,442,819,"10,96510965",8 , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:20:5910:20下午,37.604637.60,-84.7449-84.74,↑ 2°,442,819,"10,97310973",8 , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:21:2910:21下午,37.669337.67,-84.7427-84.74,↑ 2°,442,819,"10,97310973",-8 , FlightAware ADS-B  (KLEX) 
20190803,星期六 22:21:5910:21下午,37.731637.73,-84.7408-84.74,↑ 1°,443,821,"10,96510965", , FlightAware ADS-B  (KLOU) 
20190803,星期六 22:22:2910:22下午,37.789137.79,-84.7390-84.74,↑ 2°,443,821,"10,97310973",8 , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:22:5910:22下午,37.852537.85,-84.7369-84.74,↑ 1°,445,824,"10,97310973", , FlightAware ADS-B  (KILN) 
20190803,星期六 22:23:2910:23下午,37.913637.91,-84.7350-84.73,↑ 1°,445,824,"10,97310973", , FlightAware ADS-B  (KSME) 
20190803,星期六 22:23:4510:23下午,37.944237.94,-84.7346-84.73,↑ 358°,445,824,"10,97310973", , FlightAware ADS-B  (KLOU) 
20190803,星期六 22:24:0510:24下午,37.986537.99,-84.7441-84.74,↑ 343°,447,827,"10,97310973",10 , FlightAware ADS-B  (KLOU) 
20190803,星期六 22:24:3210:24下午,38.041938.04,-84.7652-84.77,↑ 344°,448,830,"10,98010980",8 , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:25:0210:25下午,38.099438.10,-84.7858-84.79,↑ 345°,447,827,"10,98010980", , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:25:3410:25下午,38.162638.16,-84.8083-84.81,↑ 344°,446,826,"10,98010980",-7 , FlightAware ADS-B  (KSME) 
20190803,星期六 22:26:0410:26下午,38.223238.22,-84.8302-84.83,↑ 345°,445,824,"10,97310973",-8 , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:26:3410:26下午,38.282538.28,-84.8517-84.85,↑ 344°,446,826,"10,97310973", , FlightAware ADS-B  (KSDF) 
20190803,星期六 22:27:0410:27下午,38.343438.34,-84.8738-84.87,↑ 344°,446,826,"10,97310973", , FlightAware ADS-B  (KRID) 
20190803,星期六 22:27:3410:27下午,38.404338.40,-84.8959-84.90,↑ 344°,446,826,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190803,星期六 22:28:0310:28下午,38.460338.46,-84.9165-84.92,↑ 344°,446,826,"10,97310973", , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:28:3310:28下午,38.518738.52,-84.9377-84.94,↑ 345°,446,826,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:29:0310:29下午,38.578738.58,-84.9594-84.96,↑ 344°,445,824,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:29:3310:29下午,38.636038.64,-84.9803-84.98,↑ 344°,446,826,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:29:5810:29下午,38.688638.69,-84.9998-85.00,↑ 345°,445,824,"10,97310973", , FlightAware ADS-B  (KTZR) 
20190803,星期六 22:30:2810:30下午,38.746538.75,-85.0211-85.02,↑ 344°,447,827,"10,97310973", , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:30:5910:30下午,38.808038.81,-85.0436-85.04,↑ 345°,446,826,"10,97310973", , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:31:2910:31下午,38.869438.87,-85.0662-85.07,↑ 344°,447,827,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:32:1110:32下午,38.953738.95,-85.0973-85.10,↑ 344°,448,830,"10,97310973", , FlightAware ADS-B  (KUMP) 
20190803,星期六 22:32:4110:32下午,39.006239.01,-85.1167-85.12,↑ 345°,447,827,"10,97310973", , FlightAware ADS-B  (KIND) 
20190803,星期六 22:33:0610:33下午,39.059439.06,-85.1364-85.14,↑ 345°,447,827,"10,97310973",-145 , FlightAware ADS-B  (KHAO) 
20190803,星期六 22:33:2510:33下午,39.099439.10,-85.1512-85.15,↑ 344°,448,830,"10,86610866",-399 , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:33:5310:33下午,39.155039.16,-85.1719-85.17,↑ 345°,445,824,"10,66010660",-457 , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:34:1210:34下午,39.192139.19,-85.1859-85.19,↑ 344°,449,832,"10,50810508",-502 , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:34:4410:34下午,39.255739.26,-85.2092-85.21,↑ 344°,443,821,"10,23410234",-485 , FlightAware ADS-B  (KLUK) 
20190803,星期六 22:35:0110:35下午,39.288639.29,-85.2216-85.22,↑ 345°,440,814,"10,11210112",-517 , FlightAware ADS-B  (KIND) 
20190803,星期六 22:35:2210:35下午,39.332139.33,-85.2378-85.24,↑ 344°,441,816,"9,9069906",-588 , FlightAware ADS-B  (KJVY) 
20190803,星期六 22:35:4310:35下午,39.370239.37,-85.2521-85.25,↑ 344°,443,821,"9,7009700",-555 , FlightAware ADS-B  (KDFI) 
20190803,星期六 22:36:0410:36下午,39.411439.41,-85.2676-85.27,↑ 344°,445,824,"9,5179517",-522 , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:36:3210:36下午,39.468639.47,-85.2894-85.29,↑ 345°,449,832,"9,2749274",-424 , FlightAware ADS-B  (KBRY) 
20190803,星期六 22:37:1310:37下午,39.550639.55,-85.3201-85.32,↑ 344°,444,822,"9,0309030",-316 , FlightAware ADS-B  (KEYE) 
20190803,星期六 22:37:5310:37下午,39.627339.63,-85.3488-85.35,↑ 345°,437,810,"8,8478847",-287 , FlightAware ADS-B  (KBRY) 
20190803,星期六 22:38:2310:38下午,39.688839.69,-85.3718-85.37,↑ 344°,451,835,"8,6948694",-288 , FlightAware ADS-B  (KUMP) 
20190803,星期六 22:38:5510:38下午,39.750639.75,-85.3952-85.40,↑ 345°,455,843,"8,5508550",-196 , FlightAware ADS-B  (KIND) 
20190803,星期六 22:39:1210:39下午,39.785939.79,-85.4086-85.41,↑ 344°,457,847,"8,5348534",-20 , FlightAware ADS-B  (KTYQ) 
20190803,星期六 22:39:4210:39下午,39.845639.85,-85.4314-85.43,↑ 344°,459,850,"8,5348534", , FlightAware ADS-B  (KAID) 
20190803,星期六 22:40:1210:40下午,39.910539.91,-85.4559-85.46,↑ 344°,457,847,"8,5348534", , FlightAware ADS-B  (KILN) 
20190803,星期六 22:40:5910:40下午,40.003540.00,-85.4914-85.49,↑ 344°,455,843,"8,5348534", , FlightAware ADS-B  (KTYQ) 
20190803,星期六 22:41:2910:41下午,40.064340.06,-85.5145-85.51,↑ 344°,455,843,"8,5348534", , FlightAware ADS-B  (KOSU) 
20190803,星期六 22:41:5010:41下午,40.105840.11,-85.5303-85.53,↑ 345°,455,843,"8,5348534", , FlightAware ADS-B  (KCVG) 
20190803,星期六 22:42:0810:42下午,40.142640.14,-85.5444-85.54,↑ 344°,456,845,"8,5348534",-9 , FlightAware ADS-B  (KTYQ) 
20190803,星期六 22:42:3810:42下午,40.203440.20,-85.5676-85.57,↑ 344°,458,848,"8,5278527", , FlightAware ADS-B  (KUMP) 
20190803,星期六 22:43:0910:43下午,40.264640.26,-85.5914-85.59,↑ 345°,457,847,"8,5348534",8 , FlightAware ADS-B  (KIND) 
20190803,星期六 22:43:3910:43下午,40.325040.33,-85.6144-85.61,↑ 344°,458,848,"8,5348534",-46 , FlightAware ADS-B  (KIND) 
20190803,星期六 22:44:0910:44下午,40.388540.39,-85.6387-85.64,↑ 344°,455,843,"8,4898489",-164 , FlightAware ADS-B  (KLAF) 
20190803,星期六 22:44:3210:44下午,40.429440.43,-85.6612-85.66,&nwarr 328°,433,801,"8,3908390",-268 , FlightAware ADS-B  (KCMI) 
20190803,星期六 22:44:5010:44下午,40.458640.46,-85.6898-85.69,&nwarr 317°,423,784,"8,3068306",-272 , FlightAware ADS-B  (KFWA) 
20190803,星期六 22:45:1410:45下午,40.489340.49,-85.7369-85.74,← 308°,415,769,"8,1998199",-296 , FlightAware ADS-B  (KTYQ) 
20190803,星期六 22:45:4410:45下午,40.526440.53,-85.7977-85.80,← 309°,412,763,"8,0398039",-305 , FlightAware ADS-B  (KEYE) 
20190803,星期六 22:46:1410:46下午,40.562240.56,-85.8552-85.86,← 309°,411,761,"7,8947894",-292 , FlightAware ADS-B  (KEYE) 
20190803,星期六 22:46:4510:46下午,40.595340.60,-85.9092-85.91,← 310°,411,761,"7,7427742",-294 , FlightAware ADS-B  (KFWA) 
20190803,星期六 22:47:1310:47下午,40.632740.63,-85.9705-85.97,← 310°,413,764,"7,6057605",-291 , FlightAware ADS-B  (KRID) 
20190803,星期六 22:47:5110:47下午,40.677240.68,-86.0440-86.04,← 310°,406,752,"7,4227422",-274 , FlightAware ADS-B  (KORD) 
20190803,星期六 22:48:1310:48下午,40.703740.70,-86.0878-86.09,← 309°,402,745,"7,3307330",-123 , FlightAware ADS-B  (KHAO) 
20190803,星期六 22:48:4310:48下午,40.738040.74,-86.1442-86.14,← 309°,403,747,"7,3157315",-19 , FlightAware ADS-B  (KMTO) 
20190803,星期六 22:49:0110:49下午,40.758140.76,-86.1773-86.18,← 310°,404,748,"7,3157315", , FlightAware ADS-B  (KLAF) 
20190803,星期六 22:49:3110:49下午,40.793040.79,-86.2350-86.23,← 309°,408,756,"7,3157315", , FlightAware ADS-B  (KSBN) 
20190803,星期六 22:50:0110:50下午,40.829240.83,-86.2950-86.30,← 309°,410,760,"7,3157315", , FlightAware ADS-B  (KLAF) 
20190803,星期六 22:50:2310:50下午,40.855440.86,-86.3385-86.34,← 309°,411,761,"7,3157315", , FlightAware ADS-B  (KORD) 
20190803,星期六 22:50:4910:50下午,40.884640.88,-86.3868-86.39,← 309°,411,761,"7,3157315",-139 , FlightAware ADS-B  (KMIE) 
20190803,星期六 22:51:1910:51下午,40.920940.92,-86.4471-86.45,← 308°,408,756,"7,1867186",-290 , FlightAware ADS-B  (KLOT) 
20190803,星期六 22:51:4910:51下午,40.955540.96,-86.5047-86.50,← 308°,403,747,"7,0267026",-175 , FlightAware ADS-B  (KMIE) 
20190803,星期六 22:52:1910:52下午,40.989640.99,-86.5615-86.56,← 308°,402,745,"7,0107010",-69 , FlightAware ADS-B  (KVPZ) 
20190803,星期六 22:52:4910:52下午,41.021841.02,-86.6152-86.62,← 309°,401,742,"6,9576957",-206 , FlightAware ADS-B  (KLAF) 
20190803,星期六 22:53:1910:53下午,41.060041.06,-86.6791-86.68,← 308°,395,732,"6,8056805",-282 , FlightAware ADS-B  (KLAF) 
20190803,星期六 22:53:4910:53下午,41.092141.09,-86.7331-86.73,← 308°,395,732,"6,6756675",-290 , FlightAware ADS-B  (KTYQ) 
20190803,星期六 22:54:1910:54下午,41.127441.13,-86.7923-86.79,← 308°,392,726,"6,5156515",-297 , FlightAware ADS-B  (KMKE) 
20190803,星期六 22:54:4910:54下午,41.159341.16,-86.8461-86.85,← 308°,388,719,"6,3786378",-335 , FlightAware ADS-B  (KMDW) 
20190803,星期六 22:55:1910:55下午,41.193641.19,-86.9039-86.90,← 308°,385,713,"6,1806180",-526 , FlightAware ADS-B  (KTYQ) 
20190803,星期六 22:55:4910:55下午,41.226841.23,-86.9599-86.96,← 308°,381,705,"5,8525852",-648 , FlightAware ADS-B  (KMKE) 
20190803,星期六 22:56:1910:56下午,41.259041.26,-87.0143-87.01,← 308°,378,700,"5,5325532",-701 , FlightAware ADS-B  (KLWA) 
20190803,星期六 22:56:4910:56下午,41.292041.29,-87.0702-87.07,← 308°,379,702,"5,1515151",-690 , FlightAware ADS-B  (KLOT) 
